N
8
G
8
D
32,32
C
10
S
18,3
16,3
2,15
31,15
2,25
31,25
2,20
31,20
P
16,31
16,30
16,32
16,29
18,32
19,32
22,32
24,32
F
17,15
16,15
32,7
1,7
17,11
16,11
23,9
10,9
M
50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50,50,1,1,1,1,1
1,1,1,1,1,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50,50,1,1,1,1,1
1,1,1,1,1,50,50,50,50,50,1,1,1,1,1,50,50,1,1,1,1,1,50,50,50,50,50,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1
1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1
1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1
1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1
1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,50,50,50,50,50,1,1,1,1,1,50,50,1,1,1,1,1,50,50,50,50,50,1,1,1,1,1
1,1,1,1,1,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50,50,1,1,1,1,1
1,1,1,1,1,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50,50,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50
50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,50,50
