N
5
G
5
X
5
D
50,50
C
10
S
14,12
18,7
50,26
20,13
19,20
P
47,25
31,1
30,39
33,27
42,49
F
16,40
15,1
5,17
16,1
9,23
M
1,1,1,1,1,50,1,50,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,50,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,1,1,50,1,1,1,1,1,1,1,1,50,1,1,1,1
50,1,1,1,1,50,1,50,1,1,1,1,1,1,1,1,1,50,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,50
1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,50,1,1,1,1,1,1,1,50,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,50,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,50,1,1,1,1
50,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,50,1
1,1,1,1,1,1,50,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,50,1,50,1,1,50,50,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,50,1,1,1,1,1,1,1,1,1,1,50,1,1,1,50,1,1,1,50,1,1,1,1,1,1,1,1,50,1,1,50,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,50,1,1,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,50,1,50,1,50,1,50,1
